kepler_name,koi_period,koi_teq,koi_prad,koi_smass,koi_disposition,koi_score,koi_steff,koi_srad,koi_impact
,99.673478,262.0,576.14,0.5280,FALSE POSITIVE,,4932.00,0.4920,11.6846
,4.7425521,1159.0,7.27,1.1500,CANDIDATE,1.0000,6161.00,1.0530,0.851
,0.955297055,1550.0,18.16,0.6940,FALSE POSITIVE,0.0000,5319.00,0.7340,1.193
,280.476576,268.0,3.16,0.9800,FALSE POSITIVE,0.0000,5869.00,0.8920,0.974
,152.8255989,734.0,34.85,1.7610,FALSE POSITIVE,1.0000,4991.00,7.5060,0.409
,47.1096306,751.0,78.98,1.1150,CANDIDATE,1.0000,5258.00,2.7800,1.23
Kepler-1525 b,2.41660149,1343.0,0.92,1.0690,CONFIRMED,1.0000,5705.00,1.0260,0.035
,4.252082243,1064.0,33.14,0.7140,FALSE POSITIVE,0.0000,5802.00,0.7940,1.268
,14.180228311,873.0,62.41,1.0150,FALSE POSITIVE,0.0000,6289.00,1.1420,0.795
Kepler-86 b,282.5253558,264.0,8.98,0.9740,CONFIRMED,0.9630,5725.00,0.9130,0.248
,1.87887673,1846.0,148.25,1.0600,FALSE POSITIVE,0.0000,6569.00,1.2350,0.441
,17.79391159,697.0,33.3,1.0000,FALSE POSITIVE,0.0000,5780.00,1.0000,0.692
,7.942583252,1285.0,219.02,1.0070,FALSE POSITIVE,0.0000,5516.00,2.1780,1.522
,15.85231085,725.0,679.44,1.0000,FALSE POSITIVE,0.0000,5780.00,1.0000,6.286
,2.415925551,3329.0,300.82,2.0140,FALSE POSITIVE,0.0000,8796.00,3.2780,0.511
,0.656201038,2157.0,112.77,1.0800,FALSE POSITIVE,0.0000,6025.00,0.9990,1.439
,2.617280959,1689.0,395.94,1.0600,FALSE POSITIVE,0.0000,6432.00,1.3450,3.651
,18.577903,879.0,1.36,1.0600,CANDIDATE,0.0000,6432.00,1.3450,0.105
,1.412524016,1978.0,68.92,1.1980,FALSE POSITIVE,0.0000,6690.00,1.1740,0.846
,5.77676732,670.0,26.2,0.6340,FALSE POSITIVE,0.0000,4401.00,0.6450,1.273
Kepler-953 b,88.40678718,410.0,4.55,1.0260,CONFIRMED,0.9270,5611.00,1.0730,0.535
,3.635723653,1478.0,1.23,1.0820,FALSE POSITIVE,0.0000,6422.00,1.2950,0.677
,369.181947,245.0,2.6,0.9480,FALSE POSITIVE,0.2070,5959.00,0.8590,0.021
,45.3968385,437.0,21.23,0.7860,FALSE POSITIVE,0.0000,5649.00,0.7050,1.235
,15.160166,821.0,2.09,1.0300,FALSE POSITIVE,0.0000,5940.00,1.1910,0.228
,2.63009438,1480.0,25.55,1.1370,FALSE POSITIVE,0.0000,6338.00,1.0910,1.195
,9.40527028,938.0,25.39,1.0530,FALSE POSITIVE,0.0000,6347.00,0.9960,1.212
,4.15713766,1401.0,1.17,1.2810,FALSE POSITIVE,0.0000,6470.00,1.3240,0.121
,3.2136904,1591.0,1.22,1.2890,FALSE POSITIVE,0.0150,6184.00,1.5790,0.57
,2.87066026,1196.0,1.72,0.8750,FALSE POSITIVE,0.0000,5910.00,0.7960,0.286
,31.24611088,,,,FALSE POSITIVE,,,,
,82.37208458,,,,FALSE POSITIVE,,,,
,0.991105114,1257.0,36.87,0.5740,FALSE POSITIVE,0.0000,4769.00,0.5780,0.623
,12.425580393,563.0,21.34,0.7650,FALSE POSITIVE,0.0000,4594.00,0.7430,1.222
Kepler-1535 b,138.944022,384.0,2.57,1.0440,CONFIRMED,0.9940,6014.00,1.1150,0.195
,12.4260454,706.0,2.64,0.9080,FALSE POSITIVE,0.0000,5645.00,0.8170,0.967
,12.4260002,706.0,2.39,0.9080,FALSE POSITIVE,0.0000,5645.00,0.8170,0.971
,1.50650136,1562.0,0.8,0.7880,FALSE POSITIVE,0.0000,5607.00,0.9480,0.556
,0.968026356,2167.0,1.78,1.2600,CANDIDATE,0.0450,6469.00,1.1930,0.055
,1.179969562,2960.0,120.02,1.7190,FALSE POSITIVE,0.0000,5500.00,3.8990,1.244
,10.10176739,829.0,26.09,0.9500,FALSE POSITIVE,0.0000,6058.00,0.8670,1.251
,10.57910009,929.0,2.03,1.1400,CANDIDATE,0.3840,6323.00,1.0930,0.404
Kepler-1763 b,1.480283464,1822.0,0.97,1.0260,CONFIRMED,0.9790,5897.00,1.2590,0.058
,15.420409367,661.0,16.62,0.9030,FALSE POSITIVE,0.0000,5468.00,0.8800,0.955
Kepler-963 b,9.97682072,802.0,2.85,0.8210,CONFIRMED,1.0000,5500.00,0.9280,0.022
,61.4913415,323.0,4.57,0.5900,FALSE POSITIVE,0.0000,4796.00,0.5980,0.92
,5.0263815,1065.0,0.84,0.8850,CANDIDATE,0.9210,5783.00,0.9620,0.185
,16.00351679,586.0,18.01,0.6910,FALSE POSITIVE,0.0000,5283.00,0.6950,1.209
,1.86390886,2902.0,77.99,1.6390,FALSE POSITIVE,0.0000,6689.00,3.3810,1.2
,2.03743942,1299.0,0.82,0.8260,FALSE POSITIVE,0.0000,5751.00,0.7740,0.102
,332.74984,302.0,2.55,1.0630,FALSE POSITIVE,,6372.00,1.1120,0.1296
,45.60304785,,,,FALSE POSITIVE,,,,
,2.4681015,1244.0,1.22,0.8110,FALSE POSITIVE,0.0010,5516.00,0.8720,0.689
,12.53449909,,,,FALSE POSITIVE,,,,
,215.15218,287.0,1.36,0.9130,FALSE POSITIVE,,5914.00,0.8280,0.2999
,3.17275711,966.0,1.27,0.8270,FALSE POSITIVE,0.0000,5058.00,0.7390,0.03
,6.68231249,1350.0,2.09,1.3300,CANDIDATE,1.0000,5343.00,2.5060,0.892
,0.73619448,2268.0,1.84,1.1340,FALSE POSITIVE,0.0000,6355.00,1.0900,0.689
,10.18670759,477.0,0.95,0.5560,FALSE POSITIVE,0.0000,3995.00,0.5550,0.677
,365.994154,263.0,2.87,0.9920,FALSE POSITIVE,,6074.00,0.9650,0.8353
,0.54028956,2279.0,21.45,1.0930,FALSE POSITIVE,0.0000,5997.00,0.9930,1.181
,2.49047468,1413.0,1.53,0.9810,FALSE POSITIVE,0.0090,6067.00,0.9970,0.522
,2.17257963,1518.0,13.55,0.7530,FALSE POSITIVE,0.0000,6038.00,0.9710,1.107
,3.307669761,1840.0,3.87,1.3950,FALSE POSITIVE,0.0000,5959.00,2.3820,0.602
,3.183961388,1615.0,37.22,1.0390,FALSE POSITIVE,0.0840,5716.00,1.7600,0.677
,48.507991,511.0,2.06,1.0130,FALSE POSITIVE,0.0900,6031.00,0.9660,0.944
,0.759766456,2128.0,29.02,1.0900,FALSE POSITIVE,0.0000,6174.00,1.0260,1.238
,1.219034472,1845.0,9.82,1.1150,FALSE POSITIVE,0.0000,5833.00,1.1920,0.075
,7.37339245,1098.0,13.73,0.9980,FALSE POSITIVE,0.0000,6484.00,1.0930,1.104
,4.70847097,1202.0,19.58,1.0060,FALSE POSITIVE,0.2340,6214.00,1.0610,0.418
,2.404556949,1958.0,4.69,1.1820,FALSE POSITIVE,0.0000,6426.00,1.7750,0.97
,66.119119,452.0,3,1.1160,CANDIDATE,0.9660,5828.00,1.0280,0.256
,0.982090079,1568.0,29.95,0.7500,CANDIDATE,0.0000,5472.00,0.7420,1.278
,2.972047661,881.0,24.74,0.7020,FALSE POSITIVE,0.0000,4491.00,0.7110,1.207
,2.237180102,1134.0,1.75,0.7920,FALSE POSITIVE,0.0030,5080.00,0.7930,0.374
,0.93374232,1638.0,18.29,0.9030,FALSE POSITIVE,0.0000,5553.00,0.8060,1.188
,134.76308997,,,,FALSE POSITIVE,,,,
,0.495434094,2151.0,1.57,0.9450,FALSE POSITIVE,0.0000,5529.00,0.9360,0.009
,8.48031302,1510.0,2.74,1.2910,FALSE POSITIVE,0.0000,6541.00,2.4300,0.765
,5.40534383,,,,FALSE POSITIVE,,,,
,0.66682654,1183.0,1.49,0.5560,CANDIDATE,1.0000,3993.00,0.5540,0.856
,0.882131829,1963.0,8.13,0.9190,FALSE POSITIVE,0.0000,6168.00,0.9110,0.968
,0.489682339,1251.0,37.47,0.5560,FALSE POSITIVE,0.0000,3898.00,0.5300,0.441
Kepler-1536 b,364.751562,166.0,2.89,0.6160,CONFIRMED,0.9900,4386.00,0.6300,0.875
,2.189098506,1288.0,29.7,0.9570,FALSE POSITIVE,0.0000,5681.00,0.8590,1.258
,0.7088055,2035.0,41.08,0.9500,FALSE POSITIVE,0.0000,5989.00,0.9080,1.238
,88.821421,634.0,234.99,1.2580,FALSE POSITIVE,,5081.00,3.3650,1.6227
,1.507761203,1301.0,31.77,0.8260,FALSE POSITIVE,0.0000,5069.00,0.8180,1.292
,1.506019633,1628.0,1.08,0.8330,FALSE POSITIVE,0.0060,6065.00,0.8960,0.528
,0.572513875,1779.0,0.52,0.7930,FALSE POSITIVE,0.0000,5171.00,0.7600,0.04
,35.14578122,480.0,32.5,0.8010,FALSE POSITIVE,0.0000,5437.00,0.7830,1.276
,3.690317047,1280.0,20.23,1.0030,FALSE POSITIVE,0.8740,6120.00,1.0540,1.151
Kepler-976 b,105.9566815,324.0,3.79,0.8910,CONFIRMED,1.0000,5327.00,0.8000,0.322
,2.95600563,1211.0,0.81,0.9080,FALSE POSITIVE,0.0020,5668.00,0.9160,0.408
,11.805707539,1153.0,18.48,1.0060,FALSE POSITIVE,0.0000,6065.00,1.8910,1.015
,25.3710555,779.0,1.43,1.0910,FALSE POSITIVE,0.0000,6029.00,1.4940,0.742
,1.38680229,2530.0,29.33,1.6600,CANDIDATE,1.0000,6823.00,2.0370,1.115
,8.58966893,4900.0,155.18,1.5850,FALSE POSITIVE,0.0000,3837.00,80.3070,0.012
,4.468456599,1081.0,24.81,1.0540,FALSE POSITIVE,0.0000,5869.00,0.9420,1.207
,0.933754669,2475.0,1.48,1.0830,FALSE POSITIVE,0.0000,6443.00,1.4570,0.728
,86.79876649,,,,FALSE POSITIVE,,,,
,164.57506747,,,,FALSE POSITIVE,,,,
,1.71030803,1449.0,1.32,0.9980,FALSE POSITIVE,0.0000,5790.00,0.9000,0.282
,79.9201319,217.0,1.81,0.4840,FALSE POSITIVE,0.0000,3812.00,0.4760,0.623
,199.3113,278.0,1.64,0.8590,FALSE POSITIVE,,5662.00,0.7890,0.689
,157.82131,377.0,1.59,1.0540,FALSE POSITIVE,,6082.00,1.1470,0.1495
,2.28612573,1433.0,22.63,1.1170,FALSE POSITIVE,0.0000,6063.00,1.0120,1.188
Kepler-1126 c,199.66876,305.0,1.45,0.7940,CONFIRMED,0.9200,5678.00,0.9210,0.046
,1.33254971,1782.0,1.36,0.9460,FALSE POSITIVE,0.0000,6150.00,1.0040,0.741
,0.469334634,2432.0,2.4,0.9180,FALSE POSITIVE,1.0000,5888.00,1.0080,0.95
,0.849277809,1781.0,20.11,0.9490,FALSE POSITIVE,0.1320,5743.00,0.8530,1.187
Kepler-930 b,71.4523167,561.0,2.19,1.0940,CONFIRMED,0.9900,6148.00,1.4880,0.017
,1.752564549,1741.0,1.38,1.0900,FALSE POSITIVE,0.0000,6221.00,1.1800,0.741
,0.566816802,1585.0,0.68,0.6950,FALSE POSITIVE,0.0000,4665.00,0.7040,0.414
,1.752553762,933.0,1.06,0.5280,FALSE POSITIVE,0.0000,4408.00,0.5290,0.346
,2.065351521,1196.0,1.03,0.7020,FALSE POSITIVE,0.0000,5266.00,0.7490,0.63
,2.253551793,1812.0,1.7,1.2260,FALSE POSITIVE,0.0000,6526.00,1.4260,0.761
Kepler-1037 b,1.06378861,1650.0,1.61,0.9190,CONFIRMED,1.0000,5265.00,1.0020,0.466
,123.11494773,,,,FALSE POSITIVE,,,,
,1.854493861,1291.0,29.39,0.9450,FALSE POSITIVE,0.0000,5431.00,0.8430,1.279
,1.020713389,1724.0,0.9,0.9130,FALSE POSITIVE,0.0000,5815.00,0.8700,0.425
,2.1990638,1087.0,1.33,0.6810,FALSE POSITIVE,0.0000,5003.00,0.7070,0.489
,132.1331011,809.0,75.08,1.8120,FALSE POSITIVE,1.0000,5067.00,8.1210,0.606
,1.120646438,2783.0,89.35,1.6680,FALSE POSITIVE,0.0000,4972.00,4.0340,1.182
,1.710279417,1524.0,1.57,1.1320,FALSE POSITIVE,0.0000,5834.00,1.0230,0.473
,65.238281,734.0,5.18,1.6530,FALSE POSITIVE,,5254.00,3.7610,0.1471
,0.56679641,1940.0,0.46,0.9980,FALSE POSITIVE,0.0000,5403.00,0.8880,0.322
Kepler-1867 b,9.88736642,768.0,0.68,0.9110,CONFIRMED,1.0000,5693.00,0.8160,0.383
Kepler-1326 b,42.3520039,938.0,6.3,1.5350,CONFIRMED,0.9990,6864.00,2.6320,0.659
Kepler-1331 b,0.789160884,1244.0,0.91,0.6100,CONFIRMED,1.0000,4258.00,0.6220,0.376
,2.399081606,1360.0,40.6,1.0000,FALSE POSITIVE,0.0000,5780.00,1.0000,1.276
,5.14072621,1076.0,19.28,0.9560,FALSE POSITIVE,0.0000,5751.00,1.0350,1.159
,0.566798545,2004.0,0.53,0.9870,FALSE POSITIVE,0.0000,5629.00,0.8700,0.331
Kepler-1537 b,1.44445234,1800.0,2.03,0.9390,CONFIRMED,1.0000,5305.00,1.4490,0.162
,3.55653637,1272.0,1.7,1.1260,FALSE POSITIVE,0.0000,5950.00,1.1140,0.712
,9.60853601,984.0,31.99,1.2250,FALSE POSITIVE,0.0000,6377.00,1.1580,1.229
,0.933747751,3112.0,2.07,1.5020,FALSE POSITIVE,0.0000,6985.00,2.1870,0.741
,3.17463577,1296.0,9.32,0.9450,FALSE POSITIVE,0.0000,5999.00,0.9960,1.059
,0.902222843,10340.0,48.23,1.8470,FALSE POSITIVE,0.0000,3705.00,89.8060,0.508
,22.4685309,1040.0,20.05,1.4630,FALSE POSITIVE,0.0000,5461.00,3.3010,1.032
,10.16104834,800.0,2.72,0.8810,FALSE POSITIVE,0.0000,5636.00,0.9130,0.031
,2.743978797,1136.0,38.11,0.7430,FALSE POSITIVE,0.5540,5334.00,0.8100,1.138
,1.332561398,2276.0,2.16,1.1950,FALSE POSITIVE,0.0000,6468.00,1.6020,0.783
,12.89623554,783.0,2.55,1.0050,CANDIDATE,1.0000,6072.00,0.9230,0.973
,364.14397,259.0,2.2,1.0270,FALSE POSITIVE,0.0000,6039.00,0.9510,0.475
,21.78769087,1042.0,71.95,1.4560,FALSE POSITIVE,0.0000,5627.00,3.0500,1.192
Kepler-957 b,5.90741476,769.0,5.1,0.6670,CONFIRMED,1.0000,4963.00,0.6900,0.177
,2.368173896,1428.0,10.92,0.8860,FALSE POSITIVE,0.4480,5944.00,0.9910,0.763
,5.73865933,535.0,1.84,0.5380,FALSE POSITIVE,0.0000,3841.00,0.5090,0.966
,91.05641908,431.0,53.1,1.1430,FALSE POSITIVE,0.0000,6142.00,1.0460,1.112
,2.52443998,2145.0,1.53,1.2660,CANDIDATE,0.9990,6461.00,2.2250,0.232
Kepler-1350 b,4.49686066,535.0,1.93,0.4640,CONFIRMED,1.0000,3698.00,0.4440,0.018
,0.5374094,2208.0,0.96,1.0200,CANDIDATE,0.9970,5749.00,0.9880,0.17
Kepler-1353 b,24.7543849,491.0,2.1,0.7780,CONFIRMED,1.0000,4852.00,0.8040,0.709
,0.475068516,2372.0,1.03,1.0380,FALSE POSITIVE,0.0000,6045.00,0.9550,0.412
,1.79683793,2397.0,3.37,1.5450,FALSE POSITIVE,0.0000,7592.00,1.7140,0.979
,187.51251276,,,,FALSE POSITIVE,,,,
,12.425484,773.0,1.55,0.8450,FALSE POSITIVE,0.0000,5478.00,1.0170,0.98
Kepler-365 c,17.7838298,729.0,1.6,1.0370,CONFIRMED,1.0000,6014.00,1.0210,0.115
,1.204529346,1968.0,1.4,0.9170,FALSE POSITIVE,0.0010,5340.00,1.5040,0.383
,2.15839583,1103.0,14.28,0.7320,FALSE POSITIVE,0.0000,5272.00,0.6620,1.178
,1.570592397,1480.0,1.37,0.8370,CANDIDATE,1.0000,5519.00,0.9210,0.031
,371.1495,245.0,2.07,0.8850,FALSE POSITIVE,0.0000,5988.00,0.8360,0.228
,3.374684854,1163.0,49.25,1.0610,FALSE POSITIVE,0.0000,5754.00,0.9430,1.04
,2.61841046,1245.0,1.12,0.9080,FALSE POSITIVE,0.0000,5912.00,0.8200,0.369
,4.593594819,1125.0,8.85,1.0480,FALSE POSITIVE,0.0000,6075.00,0.9690,1.022
,125.0426,416.0,1.2,1.0920,FALSE POSITIVE,,6273.00,1.1390,0.5215
,6.17039154,1029.0,2.17,1.0380,FALSE POSITIVE,,6137.00,0.9630,0.1755
,0.364860478,1993.0,0.68,0.6300,FALSE POSITIVE,0.0000,5220.00,0.6420,0.267
,6.422943288,1034.0,1.66,1.0490,CANDIDATE,1.0000,6102.00,1.0160,0.198
,6.90522317,1343.0,4.54,1.4740,FALSE POSITIVE,0.0080,6596.00,1.7210,0.962
,1.5259105,2545.0,2.63,1.2310,FALSE POSITIVE,0.0000,6640.00,2.0990,0.986
,4.27121961,802.0,2.17,0.6540,FALSE POSITIVE,0.0000,4702.00,0.6700,0.636
,1.306984786,1754.0,18.33,1.0990,CANDIDATE,0.0870,6102.00,1.0260,1.144
,0.769358923,2928.0,1.93,1.4200,FALSE POSITIVE,0.0000,5267.00,2.9350,0.111
,0.755109106,1733.0,0.85,0.9100,FALSE POSITIVE,0.0000,5452.00,0.8150,0.47
,25.3239215,484.0,19.02,0.6470,FALSE POSITIVE,0.0000,5128.00,0.6680,1.218
Kepler-1994 b,4.61225043,1032.0,0.51,0.9320,CONFIRMED,0.8560,5495.00,0.9610,0.012
Kepler-1289 b,7.99022379,1113.0,1.97,1.0070,CONFIRMED,0.9990,5689.00,1.5420,0.107
,4.1749166,1116.0,0.61,1.0320,FALSE POSITIVE,,5910.00,0.9400,0.4759
,0.56678694,1920.0,0.63,0.7470,FALSE POSITIVE,0.0000,5341.00,0.8080,0.213
,0.73094701,1870.0,15.83,0.9270,FALSE POSITIVE,0.0000,5767.00,0.8370,1.158
,0.686994057,2063.0,35.3,1.0000,FALSE POSITIVE,0.0000,5780.00,1.0000,1.261
,1.324247867,2140.0,1.3,1.2870,FALSE POSITIVE,0.0000,6557.00,1.4060,0.295
,0.780632043,2714.0,79.67,0.9850,FALSE POSITIVE,0.0000,5354.00,2.1800,1.306
,0.730947169,1777.0,14.43,0.9260,FALSE POSITIVE,0.0000,5514.00,0.8260,1.143
,41.16676097,446.0,17.82,0.7530,FALSE POSITIVE,0.0000,5193.00,0.8050,1.093
,1.083736642,3641.0,237.84,1.9420,FALSE POSITIVE,0.0000,5591.00,5.6180,1.265
,2.45570369,1891.0,55.95,0.8220,FALSE POSITIVE,0.0020,5148.00,2.3140,1.205
,0.64234875,3813.0,2.78,1.6930,FALSE POSITIVE,0.0000,7089.00,2.5840,0.627
,5.204286663,934.0,16,0.7980,FALSE POSITIVE,0.9210,5332.00,0.8600,0.272
,6.352090869,772.0,18.9,0.6660,FALSE POSITIVE,0.0000,5089.00,0.6930,0.223
,1.877350712,1650.0,1.46,1.1040,FALSE POSITIVE,0.0000,6382.00,1.0590,0.297
,2.11552348,1398.0,21.43,1.0650,FALSE POSITIVE,0.0000,5900.00,0.9510,1.187
,2.84573962,1829.0,3.63,1.2710,FALSE POSITIVE,0.0000,5557.00,2.3720,0.656
,7.01476115,928.0,1.02,0.8750,FALSE POSITIVE,0.0000,5912.00,0.8700,0.687
,0.941603153,1608.0,2.29,0.7740,FALSE POSITIVE,0.0000,5237.00,0.8370,0.93
,24.40213373,,,,FALSE POSITIVE,,,,
,1.13357304,1836.0,0.59,0.9320,FALSE POSITIVE,0.0000,6147.00,0.9540,0.739
,0.643468999,2001.0,0.88,0.7320,FALSE POSITIVE,0.0000,5670.00,0.8430,0.266
,112.645961,377.0,35.36,1.1050,FALSE POSITIVE,0.0000,5895.00,0.9910,1.277
,0.526887517,1238.0,0.58,0.5150,FALSE POSITIVE,1.0000,3945.00,0.5190,0.292
,4.14244748,1907.0,1.82,1.1130,FALSE POSITIVE,0.0000,6785.00,2.1240,0.386
,0.777663575,1816.0,0.95,0.9000,FALSE POSITIVE,0.0000,5769.00,0.8120,0.204
,0.552834211,3107.0,18.09,1.2110,FALSE POSITIVE,0.0000,5132.00,2.6480,1.045
,0.758354475,3123.0,149.44,1.4830,FALSE POSITIVE,0.0000,7131.00,1.8300,0.279
Kepler-1129 c,76.5369531,503.0,3.73,0.9980,CONFIRMED,0.9980,5596.00,1.4660,0.327
,3.43525124,1579.0,25.43,1.1430,FALSE POSITIVE,0.0000,5854.00,1.7420,1.121
,0.962828092,3553.0,40.82,1.6940,FALSE POSITIVE,0.0000,6552.00,3.4400,1.101
,3.11141514,1530.0,0.7,1.1690,CANDIDATE,0.9990,6450.00,1.2730,0.46
,1.878156188,1141.0,2.51,0.6490,FALSE POSITIVE,0.0000,5075.00,0.6700,0.959
,7.81153999,718.0,23.56,0.7920,FALSE POSITIVE,0.0000,5150.00,0.7100,1.271
,0.993488979,1914.0,17.9,0.7720,FALSE POSITIVE,0.3490,5811.00,0.9980,0.83
,1.334104585,1880.0,44.9,1.0070,FALSE POSITIVE,0.0000,6319.00,1.0830,0.986
,2.115498574,1432.0,25.84,1.0880,FALSE POSITIVE,0.0000,5917.00,1.0000,1.215
,3.40076682,1540.0,0.69,1.1310,FALSE POSITIVE,0.0000,6134.00,1.4960,0.256
,6.49676881,1761.0,3.74,1.5410,FALSE POSITIVE,0.0000,6418.00,3.0490,0.643
,2.057499811,1037.0,1.27,0.7230,FALSE POSITIVE,0.0010,4620.00,0.7360,0.004
,10.5856758,912.0,1.49,1.1800,FALSE POSITIVE,0.0000,6246.00,1.0920,0.474
,2.69633621,1334.0,15.78,0.9740,FALSE POSITIVE,0.0000,6106.00,0.9230,1.141
,11.2580745,497.0,2.14,0.6230,FALSE POSITIVE,0.0000,4257.00,0.5860,0.955
,0.566795586,2296.0,0.66,1.0720,FALSE POSITIVE,0.0000,6108.00,0.9970,0.686
,1.099291188,1414.0,1.37,0.8200,FALSE POSITIVE,0.0000,4878.00,0.8430,0.077
,0.47462889,1840.0,1.43,0.7580,FALSE POSITIVE,0.0000,4904.00,0.7860,0.377
Kepler-1883 b,103.4269873,416.0,3.16,1.0860,CONFIRMED,1.0000,6208.00,1.0240,0.013
,0.352515897,2194.0,1,0.8570,CANDIDATE,0.9890,5465.00,0.7660,0.26
,0.299697755,2246.0,2.03,0.7870,FALSE POSITIVE,0.0000,5180.00,0.7820,0.964
,0.339069751,3653.0,2.09,1.2160,CANDIDATE,0.0000,5653.00,2.1830,0.958
,0.56681727,1832.0,0.42,0.8060,FALSE POSITIVE,0.0000,5481.00,0.7080,0.042
,1.081935491,1364.0,0.99,0.6970,FALSE POSITIVE,0.0000,4938.00,0.7180,0
Kepler-1932 b,0.524175803,1891.0,1.27,0.9110,CONFIRMED,1.0000,5278.00,0.8150,0.318
,1.89129881,1414.0,0.86,0.9350,FALSE POSITIVE,0.0000,5806.00,0.8930,0.699
Kepler-1933 b,4.94330596,1058.0,1.41,0.9640,CONFIRMED,1.0000,5661.00,1.0080,0.928
Kepler-439 b,178.139072,291.0,2.25,0.8810,CONFIRMED,0.9970,5431.00,0.8790,0.042
,0.619023176,1885.0,0.79,0.9950,CANDIDATE,0.8000,5395.00,0.8910,0.387
,120.00336404,240.0,15.08,0.6880,CANDIDATE,0.0000,4315.00,0.6680,0.78
,4.067371428,978.0,68.81,0.6980,FALSE POSITIVE,0.0000,5385.00,0.7500,1.51
,1.540395781,1211.0,0.94,0.7710,FALSE POSITIVE,0.0000,4955.00,0.7350,0.062
,32.9045733,568.0,28.34,1.0000,FALSE POSITIVE,0.0010,5780.00,1.0000,1.232
,2.46353343,1171.0,21.49,0.8520,FALSE POSITIVE,0.0000,5541.00,0.7770,1.222
,22.91339043,510.0,24.11,0.6040,FALSE POSITIVE,0.0000,5451.00,0.6000,1.281
,1.541350116,1273.0,1.5,0.8780,FALSE POSITIVE,0.0000,5150.00,0.7840,0.272
,1.205412526,1988.0,12.6,0.9590,FALSE POSITIVE,0.0000,6292.00,1.1220,1.092
,1.710316235,1647.0,23.38,1.1930,FALSE POSITIVE,0.0000,6147.00,1.0960,1.174
Kepler-1137 b,23.9210408,1020.0,3.01,1.5210,CONFIRMED,0.9910,7121.00,1.9720,0.936
Kepler-1806 b,9.03326435,729.0,1.96,0.8840,CONFIRMED,0.9930,5311.00,0.7880,0.455
,356.535835,220.0,28.27,0.6980,FALSE POSITIVE,0.0000,5385.00,0.7500,1.281
Kepler-1699 b,3.490785878,1010.0,1.32,0.8100,CONFIRMED,1.0000,5496.00,0.7250,0.116
,1.92149487,2382.0,79.14,1.6750,FALSE POSITIVE,0.0000,6831.00,2.2470,1.29
Kepler-1532 b,1.093665854,1681.0,1.29,0.9680,CONFIRMED,1.0000,5845.00,0.8740,0.174
,141.608555,290.0,2.98,0.8440,CANDIDATE,0.0000,5083.00,0.8440,0.399
,3.6092231,1192.0,0.68,1.0140,CANDIDATE,0.4650,6032.00,0.9290,0.364
,12.4247333,1284.0,1.47,1.2700,FALSE POSITIVE,0.0000,6632.00,2.1930,0.656
,11.4927112,858.0,25.01,1.0720,CANDIDATE,0.9640,6198.00,1.0050,1.212
,70.7511986,441.0,27.74,0.8020,FALSE POSITIVE,0.0000,5771.00,0.9360,1.24
Kepler-1801 c,116.583183,371.0,2.91,0.9360,CONFIRMED,0.9910,5738.00,0.9810,0.586
Kepler-1538 b,175.13892,346.0,3.06,0.9810,CONFIRMED,0.9970,5497.00,1.2410,0.07
,1.302061421,3345.0,92.86,1.9410,FALSE POSITIVE,0.0000,7757.00,2.7830,1.273
,55.25178622,444.0,27.32,0.9210,FALSE POSITIVE,0.0000,5793.00,0.8320,0.978
,5.548250634,1088.0,21.49,1.0970,FALSE POSITIVE,0.0010,6124.00,1.0280,0.296
,4.442520831,1392.0,3.98,1.2090,FALSE POSITIVE,0.0000,6496.00,1.3300,0.966
,1.339670241,3448.0,1.27,1.7890,FALSE POSITIVE,1.0000,8867.00,2.2450,0.602
,2.685223546,1111.0,28.98,0.7860,FALSE POSITIVE,0.0000,5552.00,0.7190,1.28
,1.99042642,1539.0,1.17,1.0720,FALSE POSITIVE,0.0000,6198.00,1.0050,0.067
,67.230028,482.0,2.44,0.9850,FALSE POSITIVE,0.0000,6157.00,1.0160,0.938
,0.805259637,2115.0,1.93,1.0790,FALSE POSITIVE,0.0000,6257.00,1.0220,0.332
,75.3787816,360.0,1.6,0.7930,FALSE POSITIVE,0.0000,5061.00,0.8410,0.046
,2.464160779,1709.0,36.93,0.8940,FALSE POSITIVE,0.0000,5238.00,1.8830,1.169
,0.566781152,1090.0,0.54,0.4730,FALSE POSITIVE,0.0000,3725.00,0.4600,0.427
Kepler-1930 b,13.0267964,643.0,2.08,0.8440,CONFIRMED,0.9100,5083.00,0.8440,0.93
,4.93129874,944.0,21.42,0.7120,FALSE POSITIVE,0.0000,5457.00,0.7790,1.224
,5.59187448,4793.0,104.18,1.8460,FALSE POSITIVE,0.0000,3915.00,58.3250,0.82
,1.88665445,1794.0,43.81,1.0050,FALSE POSITIVE,1.0000,6296.00,1.2490,1.269
,14.53682228,1596.0,73.15,0.8240,FALSE POSITIVE,0.0000,4946.00,5.8550,1.068
,172.820248,338.0,2.22,1.0140,CANDIDATE,0.9230,6174.00,0.9390,0.249
,1.72853003,2492.0,2.43,1.3920,FALSE POSITIVE,0.0000,6701.00,2.2370,0.776
,2.19068738,2017.0,1.68,1.3370,FALSE POSITIVE,0.4950,6208.00,1.9750,0.594
,372.16478,279.0,5.68,1.2080,FALSE POSITIVE,,6194.00,1.1290,0.7967
,0.947730124,3914.0,2.82,2.2720,FALSE POSITIVE,0.0000,9464.00,2.1840,0.473
